"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"386",391,"http://www.vertnet.org/resources/norms.html","New Mexico","Hidalgo County",NA,NA,"PRESERVED_SPECIMEN",NA,"46327","Mammalia",359,"ANIMAS MTS, BLACK BILL CANYON, New Mexico, Hidalgo County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,8046.72,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-06-30T00:00:00.000+0000",5,NA,NA,NA,"sex=female",NA,NA,5,NA,"1982-01-05T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145334514,"Conepatus","Conepatus",2434869,"WGS84","Gabor R. Racz","2003-05-20 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;  Lichtenstein 1832","North America, United States, New Mexico, Hidalgo County",NA,NA,NA,"A",NA,NA,"taxonomic revision","Jerry W. Dragoo","http://arctos.database.museum/guid/MSB:Mamm:46327?seid=935452",1,NA,"leuconotus","MSB","urn:lsid:biocol.org:col:34495","US",1145334514,"Animalia",1,"en","2016-07-28T04:56:15.328+0000","2016-08-04T12:18:26.318+0000","2016-06-24T04:34:36.294+0000",31.5781574486392,NA,NA,"ANIMAS MTS, BLACK BILL CANYON","Gabor R. Racz",NA,-108.788455441734,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:46327?seid=935452",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:46327","original identifier=MSB ACC 1,; preparator number=719",NA,"Chordata",44,"skull","<i>Conepatus leuconotus leuconotus</i> (accepted ID) identified by Jerry W. Dragoo on 2005-06-30; method: taxonomic revision<br><i>Conepatus mesoleucus venaticus</i> identified by unknown on 2005-02-15; method: legacy<br><i>Conepatus mesoleucus venaticus</i> identified by Rodney L. Honeycutt, Jerry W. Dragoo, David J. Schmidley <i>sensu</i> <a href=""http://arctos.database.museum/publication/1000004"">Dragoo et al. 2003</a>; method: type specimen Remark: ID from citation in Dragoo et al. 2003.","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): W. Donald",NA,"http://arctos.database.museum/guid/MSB:Mamm:46327",NA,"http://arctosdb.org/home/data/",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,"FEMALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"05-Jan-1982","ANIMAS MTS, BLACK BILL CANYON",NA,NA,1982,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"387",392,NA,"New Mexico","Otero",NA,NA,"PRESERVED_SPECIMEN",NA,"13890","Mammalia",359,"18.2mi. S Pinon, New Mexico, Otero, United States, NORTH_AMERICA","Mamm",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"9587f32a-f762-11e1-a439-00145eb45e9a",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"1982-07-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",239201519,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMSU",NA,"US",239201519,"Animalia",1,NA,"2013-09-07T07:08:53.000+0000","2016-08-04T09:50:48.650+0000",NA,32.35,NA,NA,"18.2mi. S Pinon",NA,NA,-105.4,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","0fbd3740-5703-11dd-b927-b8a03c50a862","M. Hakkila (C. Thaeler)",NA,NA,NA,NA,NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"mesoleucus",NA,NA,2434881,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"413",419,"http://www.vertnet.org/resources/norms.html","New Mexico","Sierra County",NA,NA,"PRESERVED_SPECIMEN",NA,"37672","Mammalia",359,"3 MI E OF HERMOSA, S FORK PALOMAS CREEK, New Mexico, Sierra County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2003-03-02T00:00:00.000+0000",7,NA,NA,NA,"sex=unknown",NA,NA,158,NA,"1978-06-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145324941,"Conepatus","Conepatus",2434869,"WGS84","Maria Rubio","2003-02-06 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;  Lichtenstein 1832","North America, United States, New Mexico, Sierra County",NA,NA,NA,"A",NA,NA,"taxonomic revision","Jerry W. Dragoo","http://arctos.database.museum/guid/MSB:Mamm:37672?seid=1440061",1,NA,"leuconotus","MSB","urn:lsid:biocol.org:col:34495","US",1145324941,"Animalia",1,"en","2016-07-28T04:56:12.267+0000","2016-08-04T12:18:32.959+0000","2016-07-28T04:56:12.284+0000",33.1569962705233,NA,NA,"3 MI E OF HERMOSA, S FORK PALOMAS CREEK","Maria Rubio",NA,-107.677939715581,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:37672?seid=1440061",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:37672",NA,NA,"Chordata",44,"skull; postcranial skeleton","<i>Conepatus leuconotus leuconotus</i> (accepted ID) identified by Jerry W. Dragoo on 2003-03-02; method: taxonomic revision<br><i>Conepatus mesoleucus mearnsi</i> identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): J. Scott Altenbach",NA,"http://arctos.database.museum/guid/MSB:Mamm:37672",NA,"http://arctosdb.org/home/data/",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"07-Jun-1978","3 MI E OF HERMOSA, S FORK PALOMAS CREEK",NA,NA,1978,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"420",426,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,"PRESERVED_SPECIMEN",NA,"30422","Mammalia",359,"CORONADO NATIONAL FOREST, SOUTH FORK CAMPGROUND, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,175,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,21,NA,NA,NA,NA,NA,NA,294,"NATIVE","1977-10-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK916544","United States",911661682,"Conepatus","Conepatus",2434869,"WGS84","Gary W. Shugart (PSM)","3/8/2003","VertNet Georeferencing Guidelines",NA,"AZ GNIS downloaded March 2003","requires verification",NA,"CONEPATUS","| United States | Arizona | Cochise Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:30422",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902","US",911661682,"Animalia",1,"en","2015-02-26T18:20:23.900+0000","2016-08-04T07:53:03.951+0000","2015-02-20T22:04:05.330+0000",31.86759,NA,NA,"CORONADO NATIONAL FOREST, SOUTH FORK CAMPGROUND",NA,NA,-109.18872,"2015-02-20T00:00:00.000+0000",10,NA,"ICZN","urn:catalog:TTU:Mammals:30422",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","DICK, L J","96","http://portal.vertnet.org/o/ttu/mammals?id=30422",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",294,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"10/21/1977","UNITED STATES | ARIZONA | COCHISE CO | CORONADO NATIONAL FOREST, SOUTH FORK CAMPGROUND",NA,NA,1977,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"422",428,"http://vertnet.org/resources/norms.html","Texas","Brewster",NA,NA,"PRESERVED_SPECIMEN",NA,"29030","Mammalia",359,"11.5 MI N, 2 MI W MARATHON, Texas, Brewster, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,21,NA,NA,NA,NA,1524,0,81,"NATIVE","1976-03-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK928807","United States",911660239,"Conepatus","Conepatus",2434869,"WGS84","Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"CONEPATUS","| United States | Texas | Brewster Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:29030",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902","US",911660239,"Animalia",1,"en","2015-02-26T18:20:23.416+0000","2016-08-04T07:53:02.136+0000","2015-02-20T22:04:04.723+0000",30.391,NA,NA,"11.5 MI N, 2 MI W MARATHON",NA,NA,-103.293,"2015-02-20T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:TTU:Mammals:29030",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SK | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","MCGAUGH, M H","135","http://portal.vertnet.org/o/ttu/mammals?id=29030",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"mesoleucus",81,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"UTM","5000 FT","3/21/1976","UNITED STATES | TEXAS | BREWSTER CO | 11.5 MI N, 2 MI W MARATHON",NA,NA,1976,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"428",434,"http://vertnet.org/resources/norms.html","Texas","Culberson",NA,NA,"PRESERVED_SPECIMEN",NA,"20686","Mammalia",359,"THE BOWL, GUADALUPE MTNS NAT PARK, Texas, Culberson, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,3870,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,8,NA,NA,NA,NA,NA,NA,159,"NATIVE","1974-06-08T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK933385","United States",911651858,"Conepatus","Conepatus",2434869,"WGS84","Mia Hwang (TTU)","3/3/2003","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"CONEPATUS","| United States | Texas | Culberson Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:20686",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902","US",911651858,"Animalia",1,"en","2015-02-26T18:20:21.328+0000","2016-08-04T07:53:04.283+0000","2015-02-20T22:03:58.569+0000",31.91965,NA,NA,"THE BOWL, GUADALUPE MTNS NAT PARK",NA,NA,-104.84557,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:TTU:Mammals:20686",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","CORNELY, J E AND COTTRELL, J W; O'CONNELL, M A","44","http://portal.vertnet.org/o/ttu/mammals?id=20686",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",159,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"6/8/1974","UNITED STATES | TEXAS | CULBERSON CO | THE BOWL, GUADALUPE MTNS NAT PARK",NA,NA,1974,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"430",436,"http://www.vertnet.org/resources/norms.html","New Mexico","Hidalgo County",NA,NA,"PRESERVED_SPECIMEN",NA,"160262","Mammalia",359,"8 mi NW Cloverdale, New Mexico, Hidalgo County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,5989,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2009-12-01T00:00:00.000+0000",13,NA,NA,NA,"sex: unknown",NA,NA,194,NA,"1974-07-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145186939,"Conepatus","Conepatus",2434869,"WGS84","Jason L. Malaney","13-04-10 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae  Lichtenstein 1832","North America, United States, New Mexico, Hidalgo County",NA,NA,NA,"A",NA,NA,"taxonomic revision","Jon L. Dunnum, Victor E. Diersing","http://arctos.database.museum/guid/MSB:Mamm:160262?seid=498178",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145186939,"Animalia",1,"en","2016-07-28T04:55:35.497+0000","2016-08-04T12:18:26.000+0000","2016-06-24T04:33:07.829+0000",31.49921,NA,NA,"8 mi NW Cloverdale","Jason L. Malaney",NA,-109.00528,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160262?seid=498178","skull only",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160262","UIMNH: University of Illinois Museum of Natural History=50819; collector number=1309",NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Victor E. Diersing","1309","http://arctos.database.museum/guid/MSB:Mamm:160262",NA,"http://arctosdb.org/home/data/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"13-July-1974","8 mi NW Cloverdale",NA,NA,1974,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"431",437,"http://www.vertnet.org/resources/norms.html","Sonora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"34633","Mammalia",359,"45 MI ESE. BACERAC, Sonora, Mexico, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,2790,"Mexico",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-06-30T00:00:00.000+0000",10,NA,NA,NA,"sex=male",NA,NA,283,NA,"1974-10-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145321567,"Conepatus","Conepatus",2434869,"WGS84","Nadya Moreno Almeraya","2003-05-29 00:00:00.0","not recorded",NA,"non-USGS map","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae  Lichtenstein 1832","North America, Mexico, Sonora",NA,NA,NA,"A",NA,NA,"taxonomic revision","Jerry W. Dragoo","http://arctos.database.museum/guid/MSB:Mamm:34633?seid=579045",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","MX",1145321567,"Animalia",1,"en","2016-07-28T04:56:11.418+0000","2016-08-04T12:18:24.912+0000","2016-06-24T04:34:29.454+0000",30.202483571443,NA,NA,"45 MI ESE. BACERAC","Nadya Moreno Almeraya",NA,-108.452337789566,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:34633?seid=579045",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:34633","preparator number=542",NA,"Chordata",44,"skin; skull","<i>Conepatus leuconotus</i> (accepted ID) identified by Jerry W. Dragoo on 2005-06-30; method: taxonomic revision<br><i>Conepatus mesoleucus venaticus</i> identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): William M. Caire",NA,"http://arctos.database.museum/guid/MSB:Mamm:34633",NA,"http://arctosdb.org/home/data/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"10-Oct-1974","45 MI ESE. BACERAC",NA,NA,1974,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"439",445,"http://vertnet.org/resources/norms.html","Texas","Scurry",NA,NA,"PRESERVED_SPECIMEN",NA,"32463","Mammalia",359,"5 MI SE DERMOTT, Texas, Scurry, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,8,NA,NA,NA,NA,NA,NA,98,"NATIVE","1973-04-08T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK945697","United States",911663612,"Conepatus","Conepatus",2434869,"WGS84","Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"CONEPATUS","| UNITED STATES | TEXAS | SCURRY CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:32463",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902","US",911663612,"Animalia",1,"en","2015-02-26T18:20:24.492+0000","2016-08-04T07:53:05.203+0000","2015-02-20T22:04:07.023+0000",32.788,NA,NA,"5 MI SE DERMOTT",NA,NA,-100.916,"2015-02-20T00:00:00.000+0000",4,NA,"ICZN","urn:catalog:TTU:Mammals:32463",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","MCCLURE, R D","16","http://portal.vertnet.org/o/ttu/mammals?id=32463",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",98,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"4/8/1973","UNITED STATES | TEXAS | SCURRY CO | 5 MI SE DERMOTT",NA,NA,1973,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"448",454,"http://www.vertnet.org/resources/norms.html","New Mexico","Lincoln County",NA,NA,"PRESERVED_SPECIMEN",NA,"98061","Mammalia",359,"1.2 mi NE, Sunset, New Mexico, Lincoln County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,863,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-06-30T00:00:00.000+0000",1,NA,NA,NA,"sex=female",NA,NA,153,NA,"1972-06-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145391412,"Conepatus","Conepatus",2434869,"WGS84","Jason L. Malaney","2010-08-10 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae  Lichtenstein 1832","North America, United States, New Mexico, Lincoln County",NA,NA,NA,"A",NA,NA,"taxonomic revision","Jerry W. Dragoo","http://arctos.database.museum/guid/MSB:Mamm:98061?seid=1641899",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145391412,"Animalia",1,"en","2016-07-28T04:56:32.321+0000","2016-08-04T12:18:33.245+0000","2016-06-24T04:35:10.266+0000",33.35116,NA,NA,"1.2 mi NE, Sunset","Jason L. Malaney",NA,-105.06162,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:98061?seid=1641899",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:98061","preparator number=5590",NA,"Chordata",44,"skull","<i>Conepatus leuconotus</i> (accepted ID) identified by Jerry W. Dragoo on 2005-06-30; method: taxonomic revision<br><i>Conepatus mesoleucus venaticus</i> identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Troy L. Best",NA,"http://arctos.database.museum/guid/MSB:Mamm:98061",NA,"http://arctosdb.org/home/data/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"FEMALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"01-Jun-1972","1.2 mi NE, Sunset",NA,NA,1972,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"453",459,"http://vertnet.org/resources/norms.html","Zacatecas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"034941","Mammalia",359,"Monte Escobedo, Zacatecas, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,1404,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,9,NA,NA,NA,"{""measurements"":""545-190-66-20"" }",NA,NA,252,"NATIVE","1970-09-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1065413264,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hernndez Barrios (CONABIO)",NA,"VertNet Georeferencing Guidelines","Locality coordinates","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Mephitidae | Conepatus","| Mexico | Zacatecas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"d8585070-ea2a-4a94-b838-d5fd9d4f41df",NA,NA,"leuconotus","LACM","urn:lsid:biocol.org:col:34802","MX",1065413264,"Animalia",1,"en","2015-04-17T16:01:07.658+0000","2016-08-04T02:40:37.024+0000","2015-04-17T16:01:07.674+0000",22.3040823811107,NA,NA,"Monte Escobedo",NA,NA,-103.560499045359,"2015-04-17T00:00:00.000+0000",9,NA,"ICZN","d8585070-ea2a-4a94-b838-d5fd9d4f41df",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Clifton, P L","PLC 16189","http://portal.vertnet.org/o/lacm/mammals?id=034941",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",252,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"2225","09 SEP 1970","Mexico | Zacatecas | Monte Escobedo",NA,NA,1970,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
