"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1185",1287,NA,"North Carolina","Richmond",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"NCSM 15018 - North Carolina Museum of Natural Sciences Mammals Collection","15018","Mammalia",359,"Hoffman, 3.7airmi NNW; Sandhills Gamelands, off E side SR 1003, ca. 0.4rdmi S Naked Creek, North Carolina, Richmond, United States, NORTH_AMERICA","NCSM-Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,8,NA,NA,"On Loan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-08T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"MAMM-15018",NA,NA,"United States",897168513,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,"DeLorme 6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EDECD4DB-87ED-4AE3-9B6E-0BF907F102F2",NA,NA,NA,"NCSM","NCSM",NA,NA,"US",897168513,"Animalia",1,"EN","2016-07-28T19:48:38.674+0000","2016-08-04T15:09:03.439+0000","2016-07-28T19:48:38.751+0000",35.0769,NA,NA,NA,NA,NA,NA,NA,NA,"Hoffman, 3.7airmi NNW; Sandhills Gamelands, off E side SR 1003, ca. 0.4rdmi S Naked Creek",NA,NA,NA,-79.5892,NA,"2016-07-28T00:00:00.000+0000",3,NA,NA,"EDECD4DB-87ED-4AE3-9B6E-0BF907F102F2","Source: MRS.",NA,"Carnivora",732,NA,"P08-3-13",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=15018",NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"Physical Object",NA,NA,NA,"100",NA,"Received from J.C. Beane (NCSM).",NA,"Bobcat",NA,2008,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1200",1302,"http://vertnet.org/resources/norms.html","Colorado","Montezuma County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13647","Mammalia",359,"Wetherill Mesa Road, mile 7, head of West Long Canyon, Colorado, Montezuma County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,200,"United States",NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2008-05-22T00:00:00.000+0000",22,NA,NA,NA,"sex=male ; total length=950 mm; tail length=131 mm; hind foot with claw=160 mm; ear from notch=72 mm; weight=6 kg; reproductive data=Testes 19x14 mm, scrotal ; stomach contents=partially digested bird ; verbatim preservation date=23 May 2012",NA,NA,NA,NA,NA,2443,0,143,NA,"2008-05-22T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145098213,"Lynx","Lynx",2435239,"WGS84",NA,"Rachel Tucci","2013-07-02 00:00:00.0","BioGeoMancer",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Colorado, Montezuma County, Mesa Verde National Park",NA,NA,NA,NA,"A",NA,NA,"field","John R. Demboski","http://arctos.database.museum/guid/DMNS:Mamm:13647?seid=1982402",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1145098213,"Animalia",1,"en","2016-07-28T04:44:42.860+0000","2016-08-04T00:09:32.303+0000","2016-06-24T04:06:46.189+0000",37.26778,NA,NA,NA,NA,NA,NA,NA,NA,"Wetherill Mesa Road, mile 7, head of West Long Canyon","Rachel Tucci",NA,NA,-108.54833,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:13647?seid=1982402","Dead on road. Bird (crow?)partially digested in stomach. Some nails damaged similar to hit by car. Right mandible/maxilla commuted fracture.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:13647","DZTM: Denver Zoology Tissue Mammal=1773",NA,NA,"Chordata",44,"liver (frozen); heart (frozen); kidney (frozen); ectoparasite(s) (ethanol); skeleton; kidney (frozen) sample","<i>Lynx rufus</i> (accepted ID) identified by John R. Demboski on 2008-05-22; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Mesa Verde National Park; Preparator(s): Robin Starr",NA,"http://arctos.database.museum/guid/DMNS:Mamm:13647",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"Dead on road","Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"22 May, 2008","Wetherill Mesa Road, mile 7, head of West Long Canyon, Mesa Verde National Park",NA,NA,NA,2008,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1203",1305,NA,"California","Santa Barbara",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"8993","Mammalia",359,"Foxen Canyon Rd.; 2 mi N of Fess Parker Winery, California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"75018539-6328-41de-b875-7c2e61dc1635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","2008-06-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",735670148,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Felidae:Lynx","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:8993",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834",NA,NA,"US",735670148,"Animalia",1,"en","2015-02-17T07:02:27.688+0000","2016-08-04T01:32:46.407+0000","2015-02-17T07:02:27.694+0000",34.7425,NA,NA,NA,NA,NA,NA,NA,NA,"Foxen Canyon Rd.; 2 mi N of Fess Parker Winery",NA,NA,NA,-120.12028,NA,"2014-10-10T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:SBMNH:MAM:8993",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,NA,NA,2008,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1210",1313,"http://vertnet.org/resources/norms.html","Colorado","Fremont County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14902","Mammalia",359,"East of Florence, Highway 115, mile marker 18.25 along Beaver Creek, Colorado, Fremont County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,320,"United States",NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2008-09-19T00:00:00.000+0000",19,NA,NA,NA,"sex=male ; total length=52.2 cm; tail length=11.1 cm; hind foot with claw=13.6 cm; ear from notch=6.6 cm; weight=2.90 kg; reproductive data=testes: 2 x 0.5 cm ; age class=juvenile",NA,NA,NA,NA,NA,1566,10,263,NA,"2008-09-19T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145099620,"Lynx","Lynx",2435239,"WGS84",NA,"Jeffrey T. Stephenson","2015-06-18 00:00:00.0","Google automated georeference",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Colorado, Fremont County",NA,NA,NA,NA,"A",NA,NA,"field","Will Colon","http://arctos.database.museum/guid/DMNS:Mamm:14902?seid=2654070",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1145099620,"Animalia",1,"en","2016-07-28T04:44:43.441+0000","2016-08-04T00:09:33.121+0000","2016-07-28T04:44:43.532+0000",38.39029,NA,NA,NA,NA,NA,NA,"JUVENILE",NA,"East of Florence, Highway 115, mile marker 18.25 along Beaver Creek","Jeffrey T. Stephenson",NA,NA,-105.06861,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:14902?seid=2654070","Road kill - fresh - kept on ice. Tagged by Colorado CPW ""US-cites, CO, BCAT, 1000116"" [tag retained with skin]. Orange needle-like threads embedded under skin.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:14902","DZTM: Denver Zoology Tissue Mammal=4271",NA,NA,"Chordata",44,"muscle (frozen); kidney (frozen); study skin; endoparasite(s) (ethanol); ectoparasite(s) (ethanol); liver (frozen)","<i>Lynx rufus</i> (accepted ID) identified by Will Colon on 2008-09-19; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Will Colon, The Wildlife Experience; Preparator(s): Morgana Eckman",NA,"http://arctos.database.museum/guid/DMNS:Mamm:14902",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"salvage","Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19 September 2008","Hwy 115 mile marker 18.25 Beaver Creek",NA,NA,NA,2008,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1217",1320,"http://www.vertnet.org/resources/norms.html","California","Contra Costa County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"230276","Mammalia",359,"11851 Marsh Creek Rd., Clayton, California, Contra Costa County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,71,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,17,NA,NA,NA,"sex=female ; total length=774 mm; tail length=120 mm; hind foot with claw=155 mm; ear from notch=74 mm; weight=6075 g; reproductive data=Vagina open, uterus narrow and unvascularized. 4 nipples showing, slight. ; stomach contents=pellets of dark brown fur and half of an acorn.  ; unformatted measurements=Heart was 55x52mm, 47.2g.",NA,NA,NA,NA,NA,NA,NA,291,NA,"2008-10-17T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145810121,"Lynx","Lynx",2435239,"WGS84",NA,"Christopher J. Conroy","2014-02-18 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, California, Contra Costa County",NA,NA,NA,NA,"A",NA,NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:230276?seid=2090959",1,NA,"californicus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145810121,"Animalia",1,"en","2016-08-09T09:39:04.869+0000","2016-08-09T09:41:59.115+0000","2016-08-09T09:39:05.219+0000",37.89941,NA,NA,NA,NA,NA,NA,NA,NA,"11851 Marsh Creek Rd., Clayton","Christopher J. Conroy",NA,NA,-121.86064,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:230276?seid=2090959",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:230276","LWH: Lindsay Wildlife Hospital=08-5222 ; MVZ Prep Lab Catalog=1275",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton","<i>Lynx rufus californicus</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Lindsay Wildlife Hospital; Preparator(s): Verenice Bravo, XiXi Zhai",NA,"http://arctos.database.museum/guid/MVZ:Mamm:230276",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx rufus subsp. californicus Mearns, 1897",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,6164672,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"17 October 2008","11851 Marsh Creek Rd., Clayton, Contra Costa County, California",NA,NA,NA,2008,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1284",1422,"http://www.vertnet.org/resources/norms.html","New Mexico","Grant County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"157849","Mammalia",359,"Gila River near Hwy 180 bridge, New Mexico, Grant County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1000,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2007-10-02T00:00:00.000+0000",2,NA,NA,NA,"sex=male ; total length=946 mm; tail length=171 mm; hind foot with claw=196 mm; ear from notch=81 mm; weight=7700 g",NA,NA,NA,NA,NA,576.99,0,275,NA,"2007-10-02T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145185447,"Lynx","Lynx",2435239,"WGS84",NA,"Stephen O. MacDonald","2007-10-02 00:00:00.0","not recorded",NA,"Global Postioning System (transcription)","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, New Mexico, Grant County",NA,NA,NA,NA,"A",NA,NA,"field","Stephen O. MacDonald","http://arctos.database.museum/guid/MSB:Mamm:157849?seid=439643",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145185447,"Animalia",1,"en","2016-07-28T04:55:34.957+0000","2016-08-04T12:18:30.146+0000","2016-06-24T04:33:06.430+0000",32.9473499991384,NA,NA,NA,NA,NA,NA,NA,NA,"Gila River near Hwy 180 bridge","Stephen O. MacDonald",NA,NA,-108.61085,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:157849?seid=439643","Examined for ectoparasites; Examined for endoparasites; Fresh roadkill",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:157849","NK=136350",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; nematode(s) (ethanol); ectoparasite(s) (ethanol/glycerin); muscle (frozen); heart (frozen); liver (frozen)","<i>Lynx rufus</i> (accepted ID) identified by Stephen O. MacDonald on 2007-10-02; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Stephen O. MacDonald",NA,"http://arctos.database.museum/guid/MSB:Mamm:157849",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2 Oct 2007","Gila River near Hwy 180 bridge",NA,NA,NA,2007,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1293",1431,NA,"North Carolina","Johnston",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"NCSM 15020 - North Carolina Museum of Natural Sciences Mammals Collection","15020","Mammalia",359,"Smithfield, Dickinson Rd/SR 1505 between Cleveland Rd/SR 1010 and Crantock Rd/SR 1504, N of Steep Hill Branch, North Carolina, Johnston, United States, NORTH_AMERICA","NCSM-Mammals",NA,"NORTH_AMERICA",NA,595,"United States",NA,"NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,NA,NA,NA,"In Collections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"MAMM-15020",NA,NA,"United States",897168515,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,"DeLorme 10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3D5A557-83A8-4E80-8495-C610BBC23D7B",NA,NA,NA,"NCSM","NCSM",NA,NA,"US",897168515,"Animalia",1,"EN","2016-07-28T19:48:38.670+0000","2016-08-04T15:09:05.989+0000","2016-07-28T19:48:38.749+0000",35.5413,NA,NA,NA,NA,NA,NA,NA,NA,"Smithfield, Dickinson Rd/SR 1505 between Cleveland Rd/SR 1010 and Crantock Rd/SR 1504, N of Steep Hill Branch",NA,NA,NA,-78.4544,NA,"2016-07-28T00:00:00.000+0000",NA,NA,NA,"D3D5A557-83A8-4E80-8495-C610BBC23D7B","Source: MRS. Specimen found DOR, covered in blue paint.",NA,"Carnivora",732,NA,"P08-2-1","NCSM",NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=15020",NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"Physical Object",NA,NA,NA,"63.2",NA,"Received from collectors Ty and Heidi Shrake.",NA,"Bobcat",NA,2007,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1303",1442,NA,"California","Santa Barbara",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"8992","Mammalia",359,"Santa Barbara; 2360 Foothill Rd., California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"75018539-6328-41de-b875-7c2e61dc1635",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,"NATIVE","2006-09-07T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",735664023,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Felidae:Lynx","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:8992",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834",NA,NA,"US",735664023,"Animalia",1,"en","2015-02-17T07:02:39.557+0000","2016-08-04T01:32:46.475+0000","2015-02-17T07:02:39.583+0000",34.45083,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Barbara; 2360 Foothill Rd.",NA,NA,NA,-119.70472,NA,"2014-10-10T00:00:00.000+0000",9,NA,"ICZN","urn:catalog:SBMNH:MAM:8992",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",250,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,NA,NA,2006,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1305",1444,"http://www.vertnet.org/resources/norms.html","New Mexico","Bernalillo County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"199541","Mammalia",359,"Albuquerque, New Mexico, Bernalillo County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,12926.25,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2006-11-15T00:00:00.000+0000",15,NA,NA,NA,"sex=female ; total length=253 mm; tail length=40 mm; hind foot with claw=46 mm; ear from notch=20 mm; weight=340 g; reproductive data=Juvenile",NA,NA,NA,NA,NA,NA,NA,319,NA,"2006-11-15T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145230486,"Lynx","Lynx",2435239,"WGS84",NA,"Kristina Yamamoto","2005-10-11 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator v. 6.04 USGS 1:24,000","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, New Mexico, Bernalillo County",NA,NA,NA,NA,"A",NA,NA,"field","Scarlett Casady Swanson","http://arctos.database.museum/guid/MSB:Mamm:199541?seid=926018",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145230486,"Animalia",1,"en","2016-07-28T04:55:45.947+0000","2016-08-04T12:18:40.047+0000","2016-07-28T04:55:45.953+0000",35.11755,NA,NA,NA,NA,NA,NA,NA,NA,"Albuquerque","Kristina Yamamoto",NA,NA,-106.61018,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:199541?seid=926018",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:199541","NK=137514; original identifier=Acquisition # M06-278; preparator number=008",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart, kidney, lung, spleen (frozen); liver (frozen)","<i>Lynx rufus</i> (accepted ID) identified by Scarlett Casady Swanson on 2006-11-15; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): unknown; Preparator(s): Scarlett Casady Swanson",NA,"http://arctos.database.museum/guid/MSB:Mamm:199541",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"Unknown","Albuquerque",NA,NA,NA,2006,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"1307",1446,"http://vertnet.org/resources/norms.html","Kansas","Cloud",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"38892","Mammalia",359,"5.5 mi N, 2.5 mi W Concordia, Kansas, Cloud, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,"NATIVE","2006-12-15T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",239720197,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | FELIDAE | LYNX","North America | USA | KANSAS | CLOUD |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ff803e97-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",239720197,"Animalia",1,"en","2015-05-12T17:06:11.050+0000","2016-08-04T07:44:27.418+0000","2015-05-12T17:06:11.055+0000",39.649,NA,NA,NA,NA,NA,NA,NA,NA,"5.5 mi N, 2.5 mi W Concordia",NA,NA,NA,-97.707,NA,"2015-04-12T00:00:00.000+0000",12,NA,"ICZN","ff803e97-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS - 1; SS - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","UNKNOWN",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=38892",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",349,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | CLOUD",NA,NA,NA,2006,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
