"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"6073",6078,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"26456","Mammalia",359,"Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",0.2,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"1955-02-18T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",891382780,"Lynx","Lynx",2435239,"WGS84","Janet Sit (ROM)","20070130","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A751, Franz, 42 C/08, 1:50,000, Edition 2, 1979","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:26456",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,"CA",891382780,"Animalia",1,"en","2015-01-22T18:31:59.475+0000","2016-08-04T13:23:35.916+0000","2015-01-22T18:32:00.113+0000",48.4617640009019,NA,"ADULT",NA,NA,NA,-84.4099905641565,"2014-11-19T00:00:00.000+0000",2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862",NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19550218",NA,NA,NA,NA,1955,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"6076",6081,"http://vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-04975","Mammalia",359,"Golden, nr Big Bend of Columbia River, British Columbia, Canada, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",3475,"Canada",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1955-03-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",812641882,"Lynx","Lynx",2435239,"WGS84","Gary W. Shugart (PSM)","11/1/2003",NA,NA,"BCGNIS downloaded April 2003/ SoftMap Oct 2003 (www.softmaptechnologies.com); degrees &amp; minutes converted to dec lat/long for calculations; SoftMap uses same lat/long data","requires verification","Mammalia | Carnivora | Felidae | Lynx","| Canada | British Columbia |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-04975",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,"CA",812641882,"Animalia",1,"en","2016-05-26T20:48:48.400+0000","2016-08-04T09:30:17.603+0000","2016-05-26T20:48:48.445+0000",51.2997740894816,NA,NA,"Golden, nr Big Bend of Columbia River",NA,NA,-116.9675735504,"2016-05-26T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-04975",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. Webber",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-04975",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,"CANADA | British Columbia | Golden, nr Big Bend of Columbia River",NA,NA,NA,1955,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"6080",6085,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"120295","Mammalia",359,"Nuweek, Point Barrow, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",481.19,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",15,NA,NA,NA,"sex=unknown",NA,NA,166,NA,"1955-06-15T00:00:00.000+0000","Found in remains of old sod house. Probably not valid for species distribution.",NA,"Felidae",9703,NA,NA,"United States",1145687976,"Lynx","Lynx",2435239,"WGS84","Yumiko Uchiro","2002-03-26 00:00:00.0","MaNIS georeferencing guidelines",NA,"All Topo Maps Alaska","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Alaska",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:120295?seid=1838060",1,NA,"canadensis","MVZ","urn:lsid:biocol.org:col:34777",NA,"US",1145687976,"Animalia",1,"en","2016-08-09T09:37:49.398+0000","2016-08-09T09:38:13.370+0000","2016-08-09T09:37:49.976+0000",71.3851749197365,NA,NA,"Nuweek, Point Barrow","Yumiko Uchiro",NA,-156.475673232198,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:120295?seid=1838060","FOUND 15 JUN 1955",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:120295",NA,NA,NA,"Chordata",44,"skull","<i>Lynx canadensis canadensis</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): William J. Maher",NA,"http://arctos.database.museum/guid/MVZ:Mamm:120295",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx canadensis subsp. canadensis",NA,NA,NA,"Lynx canadensis",2435263,"canadensis",NA,NA,7193913,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"15 Jun 1955","in sod house at Nuweek, Point Barrow",NA,NA,NA,1955,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"6085",6090,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"1649","Mammalia",359,"5 mi south Carey Lake, Minchumina area, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",30,NA,NA,NA,"sex=female",NA,NA,334,NA,"1955-11-30T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897021471,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Tanana Quad",NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:1649?seid=1788850",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897021471,"Animalia",1,"en","2016-08-09T08:05:53.858+0000","2016-08-09T08:06:34.054+0000","2016-08-09T08:05:54.173+0000",65.83333,NA,NA,"5 mi south Carey Lake, Minchumina area","unknown",NA,-152.16667,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:1649?seid=1788850",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:1649",NA,NA,NA,"Chordata",44,"skull; femur","<i>Lynx canadensis</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): F. Carey",NA,"http://arctos.database.museum/guid/UAM:Mamm:1649",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"30 Nov 1955","5 mi south Carey Lake, Minchumina area",NA,NA,NA,1955,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"6086",6091,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"1524","Mammalia",359,"Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",3615,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex=male",NA,NA,305,NA,"1955-11-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897020107,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Shungnak Quad",NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:1524?seid=757618",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897020107,"Animalia",1,"en","2016-08-09T08:05:53.249+0000","2016-08-09T08:06:31.585+0000","2016-08-09T08:05:53.653+0000",66,NA,NA,NA,"unknown",NA,-156.83333,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:1524?seid=757618",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:1524",NA,NA,NA,"Chordata",44,"skull","<i>Lynx canadensis</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Lynx canadensis</i> identified by Dusty L. McDonald, Yoram Yom-Tov, Shlomith Yom-Tov, Elad Yom-Tov <i>sensu</i> <a href=""http://arctos.database.museum/publication/1000074"">Yom-Tov et al. 2007</a>; method: type specimen Remark: ID from citation in Yom-Tov et al. 2007.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): G. Yatlin",NA,"http://arctos.database.museum/guid/UAM:Mamm:1524",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Nov 1955",NA,NA,NA,NA,1955,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"6114",6119,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"482","Mammalia",359,"within a 30 mi radius of the Black and Greyling River, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",17,NA,NA,NA,"sex: male",NA,NA,17,NA,"1954-01-17T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897056685,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Black River Quad",NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:482?seid=1341025",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897056685,"Animalia",1,"en","2016-08-09T08:06:10.494+0000","2016-08-09T08:07:30.462+0000","2016-08-09T08:06:10.676+0000",66.25,NA,NA,"within a 30 mi radius of the Black and Greyling River","unknown",NA,-142.33333,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:482?seid=1341025",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:482","original identifier=JLB 248",NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): F. Thomas; Preparator(s): John L. Buckley",NA,"http://arctos.database.museum/guid/UAM:Mamm:482",NA,NA,NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"17 Jan 1954","within a 30 mi radius of the Black and Greyling River",NA,NA,NA,1954,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"6141",6146,"http://vertnet.org/resources/norms.html","British Columbia","Cariboo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"M006603","Mammalia",359,"Lac la Hache, British Columbia, Cariboo, Canada, NORTH_AMERICA","CTC",NA,"NORTH_AMERICA",NA,"Canada",NA,NA,"3ad882bb-cd21-4201-8b83-3684bfc6d830","Cowan Tetrapod Collection - Mammal",NA,NA,NA,NA,"in collection","{ ""massInGrams""=""38500"", ""tailLengthInMillimeters""=""2652"", ""footLengthInMillimeters""=""5993"", ""headBodyLengthInMillimeters""=""21803"" }",NA,NA,NA,"NATIVE","1954-11-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",786009427,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,"requires verification","Animalia | Chordata | Mammalia | Carnivora | Felidae | Lynx","North America | Canada | BC | Cariboo |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UBCBBM:CTC:M006603",1,NA,NA,"UBCBBM",NA,NA,"CA",786009427,"Animalia",1,"en","2015-04-07T23:36:57.643+0000","2016-08-03T15:27:12.608+0000","2015-04-07T23:36:57.651+0000",51.8131799990837,NA,NA,"Lac la Hache",NA,NA,-121.51422,"2015-04-06T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:UBCBBM:CTC:M006603",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","b542788f-0dc2-4a2b-b652-fceced449591","I.McT. Cowan","3950","http://portal.vertnet.org/o/ubcbbm/ctc?id=m006603",NA,NA,NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"November 1954","North America | Canada | BC | Cariboo | Lac la Hache",NA,"Canada Lynx",NA,1954,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"6185",6190,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"476","Mammalia",359,"upper Black River, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",3615,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",24,NA,NA,NA,"sex: male",NA,NA,328,NA,"1953-11-24T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897056018,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Black River Quad",NA,NA,NA,"A",NA,"legacy","unknown, Dusty L. McDonald, Yoram Yom-Tov, Shlomith Yom-Tov, Elad Yom-Tov","http://arctos.database.museum/guid/UAM:Mamm:476?seid=1463599",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897056018,"Animalia",1,"en","2016-08-09T08:06:10.164+0000","2016-08-09T08:07:29.592+0000","2016-08-09T08:06:10.356+0000",66.5,NA,NA,"upper Black River","unknown",NA,-142,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:476?seid=1463599",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:476",NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): F. Thomas",NA,"http://arctos.database.museum/guid/UAM:Mamm:476",NA,NA,NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"24 Nov 1953","upper Black River",NA,NA,NA,1953,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"6211",6216,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","British Columbia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"Lynx canadensis (YPM MAM 001931)","YPM MAM 001931","Mammalia",359,"British Columbia, Canada, NORTH_AMERICA","VZ",NA,"NORTH_AMERICA",NA,"Canada",NA,NA,"854f602e-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,"{ ""solr_long_lat"": ""-121.1667,51.9167"" }",NA,NA,NA,NA,"1952-02-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,"63","Canada",1039515315,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Feliformia; Felidae; Felinae","North America; Canada; British Columbia; Horsefly",NA,NA,NA,NA,NA,NA,NA,"urn:uuid:040bf88e-ef97-4dfa-aa1f-3fd0ffa832bd",1,NA,NA,"YPM",NA,NA,"CA",1039515315,"Animalia",1,"eng","2016-08-09T20:30:47.210+0000","2016-08-04T07:52:43.681+0000","2016-06-28T20:16:02.997+0000",51.9167,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,-121.1667,NA,2,"Horsefly","ICZN","urn:uuid:040bf88e-ef97-4dfa-aa1f-3fd0ffa832bd","number 1931; lot count 1",NA,"Carnivora",732,NA,NA,"YPM",NA,"Chordata",44,"skeleton (skull only)","Lynx canadensis","DWC_ARCHIVE","US","2e167bb0-4441-11db-9ba2-b8a03c50a862",NA,NA,"http://collections.peabody.yale.edu/search/Record/YPM-MAM-001931",NA,NA,"Yale Peabody Museum of Natural History",NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES","Animals and Plants: Vertebrates - Mammals","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,"Lynx; cats; cat-like carnivores; carnivores; mammals; vertebrates; chordates; animals",NA,1952,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
"6217",6222,"http://vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-24905","Mammalia",359,"Sheep Mountain Lodge, Alaska, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",3218,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,2,NA,NA,NA,NA,NA,NA,307,"NATIVE","1952-11-02T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",812661392,"Lynx","Lynx",2435239,"WGS84","Jonathan L. Fiely (UAM)","2/11/2003",NA,NA,"All Topo Maps Alaska","requires verification","Mammalia | Carnivora | Felidae | Lynx","| USA | Alaska |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-24905",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,"US",812661392,"Animalia",1,"en","2016-05-26T20:48:57.585+0000","2016-08-04T09:30:19.978+0000","2016-05-26T20:48:57.598+0000",61.8120455518027,NA,NA,"Sheep Mountain Lodge",NA,NA,-147.496280441663,"2016-05-26T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-24905",NA,"present","Carnivora",732,NA,"11991",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","R. Rausch",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-24905",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",307,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,"USA | Alaska | Sheep Mountain Lodge",NA,NA,NA,1952,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"6221",6226,"not-for-profit use only","Ontario","Kenora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"22504","Mammalia",359,"Near Ghost River, Ontario, Kenora, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"1952-12-20T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"Canada",1211861036,"Lynx","Lynx",2435239,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Kenora",NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:22504",NA,NA,NA,"ROM",NA,NA,"CA",1211861036,"Animalia",1,"en","2016-05-26T13:57:58.164+0000","2016-08-04T13:23:38.452+0000","2016-05-26T13:58:04.674+0000",50.16667,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Near Ghost River",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-91.45,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:22504",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Zarecki, T",NA,NA,"no emb",NA,"Royal Ontario Museum; ROM",NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19521220 C","Near Ghost River",NA,NA,NA,1952,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","IUCN",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",518.167351419,774.683890611,TRUE
